## SLURM PROLOG ###############################################################
##    Job ID : 3676260
##  Job Name : pinn_re40_pt
##  Nodelist : gpu2262
##      CPUs : 
##  Mem/Node : 131072 MB
## Directory : /oscar/home/jchen790/cylinder flow lab
##   Job Started : Mon Jul  6 10:33:30 PM EDT 2026
###############################################################################
[OK] _optimize._minimize_bfgs loaded — SSBroyden / SSBFGS variants available
Loaded Re40.vtk  cells=8234
Model: width=96, depth=5, params=38018
Loss weights: adaptive during Adam, frozen during BFGS
Cylinder no-slip: enforced hard through stream-function lifting
CFD-aware PDE residual: n_cfd_pde=8000, lambda_pde_cfd=1.0
[PT  ] pseudo-time stepping ENABLED  w_init=1.0  ema=0.9
  [PT] w=4.0398  (raw=3.8325  ‖ΔR‖=5.737e+01  ‖Δu‖=1.497e+01)
  [PT] w=3.8913  (raw=2.5549  ‖ΔR‖=3.567e+01  ‖Δu‖=1.396e+01)
  [PT] w=3.7340  (raw=2.3177  ‖ΔR‖=2.561e+01  ‖Δu‖=1.105e+01)
  [PT] w=3.8711  (raw=5.1056  ‖ΔR‖=4.538e+01  ‖Δu‖=8.888e+00)
  [PT] w=3.8529  (raw=3.6887  ‖ΔR‖=4.891e+01  ‖Δu‖=1.326e+01)
  [PT] w=3.6621  (raw=1.9454  ‖ΔR‖=3.425e+01  ‖Δu‖=1.760e+01)
  [PT] w=3.5030  (raw=2.0707  ‖ΔR‖=3.759e+01  ‖Δu‖=1.815e+01)
  [PT] w=3.5050  (raw=3.5231  ‖ΔR‖=3.951e+01  ‖Δu‖=1.122e+01)
  [PT] w=3.5278  (raw=3.7325  ‖ΔR‖=1.750e+01  ‖Δu‖=4.688e+00)
  [PT] w=3.3794  (raw=2.0438  ‖ΔR‖=2.224e+01  ‖Δu‖=1.088e+01)
  [PT] w=3.3130  (raw=2.7154  ‖ΔR‖=4.508e+01  ‖Δu‖=1.660e+01)
  [PT] w=3.1970  (raw=2.1536  ‖ΔR‖=1.558e+01  ‖Δu‖=7.233e+00)
  [PT] w=3.2515  (raw=3.7412  ‖ΔR‖=1.996e+01  ‖Δu‖=5.335e+00)
  [PT] w=3.1459  (raw=2.1956  ‖ΔR‖=3.264e+01  ‖Δu‖=1.487e+01)
  [PT] w=3.1381  (raw=3.0680  ‖ΔR‖=2.063e+01  ‖Δu‖=6.726e+00)
  [PT] w=2.9949  (raw=1.7060  ‖ΔR‖=1.454e+01  ‖Δu‖=8.525e+00)
[Adam] ep=  580  total=3.222e-01  PDE=2.577e-02 [colloc=2.409e-02, cfd=1.673e-03] (w=2.483)  IN=5.976e-02 (w=1.453)  TB=2.214e-02 (w=0.938)  WALL=3.229e-16 (w=0.200)  OUT=4.534e-03 (w=0.296)  DATA=3.433e-02 (w=4.349)
  [PT] w=2.8980  (raw=2.0260  ‖ΔR‖=3.363e+01  ‖Δu‖=1.660e+01)
  [PT] w=2.7824  (raw=1.7422  ‖ΔR‖=1.440e+01  ‖Δu‖=8.265e+00)
  [PT] w=2.9119  (raw=4.0771  ‖ΔR‖=2.794e+01  ‖Δu‖=6.853e+00)
  [PT] w=2.8231  (raw=2.0245  ‖ΔR‖=2.333e+01  ‖Δu‖=1.153e+01)
  [PT] w=2.8488  (raw=3.0794  ‖ΔR‖=2.544e+01  ‖Δu‖=8.261e+00)
  [PT] w=2.7883  (raw=2.2444  ‖ΔR‖=1.815e+01  ‖Δu‖=8.087e+00)
  [PT] w=2.7472  (raw=2.3772  ‖ΔR‖=2.536e+01  ‖Δu‖=1.067e+01)
  [PT] w=2.8164  (raw=3.4395  ‖ΔR‖=1.995e+01  ‖Δu‖=5.801e+00)
  [PT] w=2.7354  (raw=2.0058  ‖ΔR‖=2.542e+01  ‖Δu‖=1.267e+01)
  [PT] w=2.6160  (raw=1.5415  ‖ΔR‖=1.009e+01  ‖Δu‖=6.543e+00)
  [PT] w=2.7183  (raw=3.6390  ‖ΔR‖=2.568e+01  ‖Δu‖=7.058e+00)
  [PT] w=2.6807  (raw=2.3426  ‖ΔR‖=1.970e+01  ‖Δu‖=8.410e+00)
  [PT] w=2.7094  (raw=2.9672  ‖ΔR‖=1.507e+01  ‖Δu‖=5.077e+00)
  [PT] w=2.6344  (raw=1.9596  ‖ΔR‖=2.219e+01  ‖Δu‖=1.133e+01)
  [PT] w=2.7578  (raw=3.8686  ‖ΔR‖=1.769e+01  ‖Δu‖=4.573e+00)
  [PT] w=2.7064  (raw=2.2438  ‖ΔR‖=2.232e+01  ‖Δu‖=9.947e+00)
  [PT] w=2.5962  (raw=1.6042  ‖ΔR‖=1.219e+01  ‖Δu‖=7.601e+00)
  [PT] w=2.6822  (raw=3.4567  ‖ΔR‖=2.852e+01  ‖Δu‖=8.252e+00)
  [PT] w=2.6430  (raw=2.2894  ‖ΔR‖=1.261e+01  ‖Δu‖=5.507e+00)
  [PT] w=2.8865  (raw=5.0783  ‖ΔR‖=2.953e+01  ‖Δu‖=5.815e+00)
[Adam] ep=  600  total=2.194e-01  PDE=3.457e-02 [colloc=3.207e-02, cfd=2.504e-03] (w=2.299)  IN=3.143e-02 (w=1.539)  TB=1.211e-02 (w=1.003)  WALL=4.468e-16 (w=0.200)  OUT=8.591e-04 (w=0.299)  DATA=1.816e-02 (w=4.357)
  [PT] w=2.8112  (raw=2.1334  ‖ΔR‖=1.349e+01  ‖Δu‖=6.325e+00)
  [PT] w=2.9323  (raw=4.0225  ‖ΔR‖=3.298e+01  ‖Δu‖=8.200e+00)
  [PT] w=2.9476  (raw=3.0848  ‖ΔR‖=1.000e+01  ‖Δu‖=3.243e+00)
  [PT] w=3.1081  (raw=4.5533  ‖ΔR‖=3.596e+01  ‖Δu‖=7.897e+00)
  [PT] w=2.9900  (raw=1.9271  ‖ΔR‖=1.195e+01  ‖Δu‖=6.203e+00)
  [PT] w=3.5520  (raw=8.6093  ‖ΔR‖=3.911e+01  ‖Δu‖=4.543e+00)
  [PT] w=3.5865  (raw=3.8977  ‖ΔR‖=1.006e+01  ‖Δu‖=2.582e+00)
  [PT] w=3.7804  (raw=5.5247  ‖ΔR‖=3.487e+01  ‖Δu‖=6.313e+00)
  [PT] w=4.3128  (raw=9.1049  ‖ΔR‖=2.536e+01  ‖Δu‖=2.786e+00)
  [PT] w=4.1995  (raw=3.1802  ‖ΔR‖=2.377e+01  ‖Δu‖=7.475e+00)
  [PT] w=4.2467  (raw=4.6713  ‖ΔR‖=4.798e+01  ‖Δu‖=1.027e+01)
  [PT] w=4.2055  (raw=3.8345  ‖ΔR‖=1.674e+01  ‖Δu‖=4.365e+00)
  [PT] w=4.1057  (raw=3.2077  ‖ΔR‖=1.773e+01  ‖Δu‖=5.527e+00)
  [PT] w=4.1255  (raw=4.3036  ‖ΔR‖=4.119e+01  ‖Δu‖=9.570e+00)
  [PT] w=3.9768  (raw=2.6386  ‖ΔR‖=3.517e+01  ‖Δu‖=1.333e+01)
  [PT] w=3.7505  (raw=1.7135  ‖ΔR‖=1.485e+01  ‖Δu‖=8.669e+00)
  [PT] w=3.8392  (raw=4.6376  ‖ΔR‖=2.892e+01  ‖Δu‖=6.235e+00)
  [PT] w=3.6975  (raw=2.4220  ‖ΔR‖=3.221e+01  ‖Δu‖=1.330e+01)
  [PT] w=3.5348  (raw=2.0705  ‖ΔR‖=2.455e+01  ‖Δu‖=1.186e+01)
  [PT] w=3.6913  (raw=5.0996  ‖ΔR‖=2.180e+01  ‖Δu‖=4.276e+00)
[Adam] ep=  620  total=2.803e-01  PDE=3.094e-02 [colloc=2.857e-02, cfd=2.369e-03] (w=2.650)  IN=4.616e-02 (w=1.372)  TB=1.680e-02 (w=0.890)  WALL=1.449e-16 (w=0.200)  OUT=2.651e-03 (w=0.278)  DATA=2.809e-02 (w=4.246)
  [PT] w=3.5006  (raw=1.7842  ‖ΔR‖=1.743e+01  ‖Δu‖=9.770e+00)
  [PT] w=3.3969  (raw=2.4636  ‖ΔR‖=3.576e+01  ‖Δu‖=1.452e+01)
  [PT] w=3.2258  (raw=1.6865  ‖ΔR‖=9.660e+00  ‖Δu‖=5.728e+00)
  [PT] w=3.3219  (raw=4.1862  ‖ΔR‖=2.910e+01  ‖Δu‖=6.951e+00)
  [PT] w=3.1870  (raw=1.9731  ‖ΔR‖=2.510e+01  ‖Δu‖=1.272e+01)
  [PT] w=3.4580  (raw=5.8970  ‖ΔR‖=3.254e+01  ‖Δu‖=5.519e+00)
  [PT] w=3.2475  (raw=1.3529  ‖ΔR‖=7.277e+00  ‖Δu‖=5.379e+00)
  [PT] w=3.3283  (raw=4.0559  ‖ΔR‖=3.193e+01  ‖Δu‖=7.873e+00)
  [PT] w=3.3606  (raw=3.6512  ‖ΔR‖=2.669e+01  ‖Δu‖=7.310e+00)
  [PT] w=3.2970  (raw=2.7248  ‖ΔR‖=1.780e+01  ‖Δu‖=6.533e+00)
  [PT] w=3.4953  (raw=5.2797  ‖ΔR‖=4.353e+01  ‖Δu‖=8.245e+00)
  [PT] w=3.4108  (raw=2.6505  ‖ΔR‖=1.680e+01  ‖Δu‖=6.338e+00)
  [PT] w=3.3826  (raw=3.1282  ‖ΔR‖=2.138e+01  ‖Δu‖=6.834e+00)
  [PT] w=3.6053  (raw=5.6104  ‖ΔR‖=4.309e+01  ‖Δu‖=7.681e+00)
  [PT] w=3.6609  (raw=4.1611  ‖ΔR‖=1.965e+01  ‖Δu‖=4.722e+00)
  [PT] w=3.5388  (raw=2.4401  ‖ΔR‖=1.346e+01  ‖Δu‖=5.517e+00)
  [PT] w=3.6507  (raw=4.6574  ‖ΔR‖=3.616e+01  ‖Δu‖=7.764e+00)
  [PT] w=3.5782  (raw=2.9260  ‖ΔR‖=1.361e+01  ‖Δu‖=4.651e+00)
  [PT] w=3.5319  (raw=3.1145  ‖ΔR‖=1.785e+01  ‖Δu‖=5.730e+00)
  [PT] w=3.5019  (raw=3.2320  ‖ΔR‖=2.774e+01  ‖Δu‖=8.582e+00)
[Adam] ep=  640  total=2.004e-01  PDE=2.008e-02 [colloc=1.882e-02, cfd=1.255e-03] (w=2.471)  IN=3.846e-02 (w=1.488)  TB=1.505e-02 (w=0.967)  WALL=2.226e-16 (w=0.200)  OUT=1.248e-03 (w=0.261)  DATA=1.901e-02 (w=4.139)
  [PT] w=3.4089  (raw=2.5721  ‖ΔR‖=1.128e+01  ‖Δu‖=4.385e+00)
  [PT] w=3.4760  (raw=4.0796  ‖ΔR‖=1.909e+01  ‖Δu‖=4.679e+00)
  [PT] w=3.4900  (raw=3.6161  ‖ΔR‖=3.202e+01  ‖Δu‖=8.854e+00)
  [PT] w=3.5400  (raw=3.9900  ‖ΔR‖=1.984e+01  ‖Δu‖=4.973e+00)
  [PT] w=3.5323  (raw=3.4634  ‖ΔR‖=1.750e+01  ‖Δu‖=5.054e+00)
  [PT] w=3.4783  (raw=2.9918  ‖ΔR‖=2.131e+01  ‖Δu‖=7.121e+00)
  [PT] w=3.6410  (raw=5.1060  ‖ΔR‖=4.090e+01  ‖Δu‖=8.010e+00)
  [PT] w=3.7075  (raw=4.3053  ‖ΔR‖=1.254e+01  ‖Δu‖=2.913e+00)
  [PT] w=3.7367  (raw=3.9998  ‖ΔR‖=1.467e+01  ‖Δu‖=3.667e+00)
  [PT] w=3.8498  (raw=4.8675  ‖ΔR‖=3.614e+01  ‖Δu‖=7.425e+00)
  [PT] w=3.7992  (raw=3.3437  ‖ΔR‖=1.634e+01  ‖Δu‖=4.887e+00)
  [PT] w=3.7818  (raw=3.6251  ‖ΔR‖=1.169e+01  ‖Δu‖=3.226e+00)
  [PT] w=3.9024  (raw=4.9885  ‖ΔR‖=2.999e+01  ‖Δu‖=6.012e+00)
  [PT] w=3.8291  (raw=3.1690  ‖ΔR‖=2.000e+01  ‖Δu‖=6.311e+00)
  [PT] w=4.3386  (raw=8.9238  ‖ΔR‖=3.426e+01  ‖Δu‖=3.839e+00)
  [PT] w=4.3616  (raw=4.5689  ‖ΔR‖=1.866e+01  ‖Δu‖=4.084e+00)
  [PT] w=4.2974  (raw=3.7197  ‖ΔR‖=2.605e+01  ‖Δu‖=7.003e+00)
  [PT] w=4.4142  (raw=5.4648  ‖ΔR‖=4.958e+01  ‖Δu‖=9.073e+00)
  [PT] w=4.6353  (raw=6.6261  ‖ΔR‖=2.530e+01  ‖Δu‖=3.818e+00)
  [PT] w=4.4506  (raw=2.7877  ‖ΔR‖=1.061e+01  ‖Δu‖=3.805e+00)
[Adam] ep=  660  total=5.553e-01  PDE=1.485e-01 [colloc=1.458e-01, cfd=2.686e-03] (w=2.747)  IN=3.220e-02 (w=1.369)  TB=1.196e-02 (w=0.852)  WALL=3.831e-15 (w=0.200)  OUT=1.810e-03 (w=0.258)  DATA=2.345e-02 (w=3.958)
  [PT] w=4.3864  (raw=3.8085  ‖ΔR‖=2.856e+01  ‖Δu‖=7.500e+00)
  [PT] w=4.4041  (raw=4.5631  ‖ΔR‖=4.723e+01  ‖Δu‖=1.035e+01)
  [PT] w=4.3848  (raw=4.2118  ‖ΔR‖=2.203e+01  ‖Δu‖=5.230e+00)
  [PT] w=4.1320  (raw=1.8565  ‖ΔR‖=7.792e+00  ‖Δu‖=4.197e+00)
  [PT] w=4.1183  (raw=3.9952  ‖ΔR‖=2.572e+01  ‖Δu‖=6.437e+00)
  [PT] w=4.1608  (raw=4.5436  ‖ΔR‖=3.861e+01  ‖Δu‖=8.498e+00)
  [PT] w=4.0666  (raw=3.2181  ‖ΔR‖=1.326e+01  ‖Δu‖=4.122e+00)
  [PT] w=4.0858  (raw=4.2587  ‖ΔR‖=1.503e+01  ‖Δu‖=3.529e+00)
  [PT] w=4.1428  (raw=4.6558  ‖ΔR‖=2.934e+01  ‖Δu‖=6.301e+00)
  [PT] w=4.1024  (raw=3.7393  ‖ΔR‖=2.269e+01  ‖Δu‖=6.067e+00)
  [PT] w=3.8650  (raw=1.7284  ‖ΔR‖=1.131e+01  ‖Δu‖=6.544e+00)
  [PT] w=3.9341  (raw=4.5559  ‖ΔR‖=1.974e+01  ‖Δu‖=4.334e+00)
  [PT] w=3.8965  (raw=3.5584  ‖ΔR‖=1.951e+01  ‖Δu‖=5.484e+00)
  [PT] w=3.7630  (raw=2.5611  ‖ΔR‖=1.654e+01  ‖Δu‖=6.458e+00)
  [PT] w=3.6629  (raw=2.7619  ‖ΔR‖=1.671e+01  ‖Δu‖=6.049e+00)
  [PT] w=3.8119  (raw=5.1527  ‖ΔR‖=3.340e+01  ‖Δu‖=6.481e+00)
  [PT] w=3.6750  (raw=2.4437  ‖ΔR‖=9.081e+00  ‖Δu‖=3.716e+00)
  [PT] w=3.6247  (raw=3.1720  ‖ΔR‖=1.611e+01  ‖Δu‖=5.080e+00)
  [PT] w=3.6841  (raw=4.2183  ‖ΔR‖=3.257e+01  ‖Δu‖=7.720e+00)
  [PT] w=3.6634  (raw=3.4768  ‖ΔR‖=1.194e+01  ‖Δu‖=3.434e+00)
[Adam] ep=  680  total=2.000e-01  PDE=2.996e-02 [colloc=2.756e-02, cfd=2.396e-03] (w=2.446)  IN=3.459e-02 (w=1.492)  TB=1.428e-02 (w=0.996)  WALL=3.839e-16 (w=0.200)  OUT=8.403e-04 (w=0.280)  DATA=1.483e-02 (w=4.089)
  [PT] w=3.7958  (raw=4.9881  ‖ΔR‖=2.117e+01  ‖Δu‖=4.243e+00)
  [PT] w=3.7903  (raw=3.7408  ‖ΔR‖=1.837e+01  ‖Δu‖=4.910e+00)
  [PT] w=3.7469  (raw=3.3558  ‖ΔR‖=1.970e+01  ‖Δu‖=5.872e+00)
  [PT] w=3.6360  (raw=2.6384  ‖ΔR‖=7.344e+00  ‖Δu‖=2.783e+00)
  [PT] w=3.6121  (raw=3.3966  ‖ΔR‖=1.649e+01  ‖Δu‖=4.854e+00)
  [PT] w=3.5385  (raw=2.8764  ‖ΔR‖=2.746e+01  ‖Δu‖=9.547e+00)
  [PT] w=3.3963  (raw=2.1165  ‖ΔR‖=1.126e+01  ‖Δu‖=5.320e+00)
  [PT] w=3.4236  (raw=3.6688  ‖ΔR‖=1.437e+01  ‖Δu‖=3.916e+00)
  [PT] w=3.3603  (raw=2.7910  ‖ΔR‖=2.472e+01  ‖Δu‖=8.858e+00)
  [PT] w=3.2304  (raw=2.0617  ‖ΔR‖=2.582e+01  ‖Δu‖=1.252e+01)
  [PT] w=3.7749  (raw=8.6748  ‖ΔR‖=2.092e+01  ‖Δu‖=2.412e+00)
  [PT] w=3.6552  (raw=2.5784  ‖ΔR‖=1.437e+01  ‖Δu‖=5.571e+00)
  [PT] w=3.5715  (raw=2.8179  ‖ΔR‖=2.876e+01  ‖Δu‖=1.021e+01)
  [PT] w=3.4073  (raw=1.9299  ‖ΔR‖=1.803e+01  ‖Δu‖=9.341e+00)
  [PT] w=3.3494  (raw=2.8277  ‖ΔR‖=2.150e+01  ‖Δu‖=7.603e+00)
  [PT] w=3.4073  (raw=3.9282  ‖ΔR‖=2.922e+01  ‖Δu‖=7.439e+00)
  [PT] w=3.1957  (raw=1.2920  ‖ΔR‖=1.298e+01  ‖Δu‖=1.004e+01)
  [PT] w=3.0869  (raw=2.1070  ‖ΔR‖=2.557e+01  ‖Δu‖=1.213e+01)
  [PT] w=3.1608  (raw=3.8267  ‖ΔR‖=2.293e+01  ‖Δu‖=5.992e+00)
  [PT] w=3.0382  (raw=1.9345  ‖ΔR‖=1.472e+01  ‖Δu‖=7.609e+00)
[Adam] ep=  700  total=2.128e-01  PDE=3.187e-02 [colloc=2.740e-02, cfd=4.479e-03] (w=2.445)  IN=3.069e-02 (w=1.459)  TB=1.300e-02 (w=0.950)  WALL=5.034e-16 (w=0.200)  OUT=1.069e-03 (w=0.326)  DATA=1.763e-02 (w=4.389)
  [PT] w=2.9135  (raw=1.7912  ‖ΔR‖=1.614e+01  ‖Δu‖=9.012e+00)
  [PT] w=2.9342  (raw=3.1204  ‖ΔR‖=2.333e+01  ‖Δu‖=7.475e+00)
  [PT] w=2.8274  (raw=1.8662  ‖ΔR‖=1.329e+01  ‖Δu‖=7.122e+00)
  [PT] w=2.7476  (raw=2.0298  ‖ΔR‖=2.007e+01  ‖Δu‖=9.888e+00)
  [PT] w=2.8267  (raw=3.5384  ‖ΔR‖=1.722e+01  ‖Δu‖=4.868e+00)
  [PT] w=2.8698  (raw=3.2581  ‖ΔR‖=2.252e+01  ‖Δu‖=6.913e+00)
  [PT] w=2.8149  (raw=2.3203  ‖ΔR‖=1.303e+01  ‖Δu‖=5.616e+00)
  [PT] w=3.0515  (raw=5.1808  ‖ΔR‖=2.703e+01  ‖Δu‖=5.218e+00)
  [PT] w=2.9001  (raw=1.5373  ‖ΔR‖=9.271e+00  ‖Δu‖=6.031e+00)
  [PT] w=2.9211  (raw=3.1103  ‖ΔR‖=2.931e+01  ‖Δu‖=9.424e+00)
  [PT] w=3.0102  (raw=3.8123  ‖ΔR‖=1.247e+01  ‖Δu‖=3.271e+00)
  [PT] w=3.0009  (raw=2.9167  ‖ΔR‖=2.327e+01  ‖Δu‖=7.979e+00)
  [PT] w=2.9044  (raw=2.0364  ‖ΔR‖=1.432e+01  ‖Δu‖=7.033e+00)
  [PT] w=3.1834  (raw=5.6937  ‖ΔR‖=3.493e+01  ‖Δu‖=6.134e+00)
  [PT] w=3.1074  (raw=2.4236  ‖ΔR‖=4.942e+00  ‖Δu‖=2.039e+00)
  [PT] w=3.4855  (raw=6.8882  ‖ΔR‖=2.750e+01  ‖Δu‖=3.993e+00)
  [PT] w=3.5524  (raw=4.1547  ‖ΔR‖=4.843e+01  ‖Δu‖=1.166e+01)
  [PT] w=3.4389  (raw=2.4176  ‖ΔR‖=1.842e+01  ‖Δu‖=7.618e+00)
  [PT] w=3.5258  (raw=4.3081  ‖ΔR‖=2.175e+01  ‖Δu‖=5.048e+00)
  [PT] w=3.8130  (raw=6.3980  ‖ΔR‖=4.262e+01  ‖Δu‖=6.661e+00)
[Adam] ep=  720  total=5.084e-01  PDE=1.125e-01 [colloc=8.422e-02, cfd=2.824e-02] (w=2.786)  IN=4.229e-02 (w=1.330)  TB=1.031e-02 (w=0.790)  WALL=3.951e-16 (w=0.200)  OUT=1.412e-02 (w=0.435)  DATA=3.164e-02 (w=3.937)
  [PT] w=3.7804  (raw=3.4861  ‖ΔR‖=3.766e+01  ‖Δu‖=1.080e+01)
  [PT] w=3.6601  (raw=2.5774  ‖ΔR‖=2.464e+01  ‖Δu‖=9.562e+00)
  [PT] w=3.7334  (raw=4.3936  ‖ΔR‖=3.470e+01  ‖Δu‖=7.899e+00)
  [PT] w=3.8814  (raw=5.2128  ‖ΔR‖=4.863e+01  ‖Δu‖=9.329e+00)
  [PT] w=3.7882  (raw=2.9494  ‖ΔR‖=2.923e+01  ‖Δu‖=9.910e+00)
  [PT] w=3.6413  (raw=2.3193  ‖ΔR‖=2.320e+01  ‖Δu‖=1.000e+01)
  [PT] w=3.6364  (raw=3.5929  ‖ΔR‖=3.129e+01  ‖Δu‖=8.707e+00)
  [PT] w=3.8057  (raw=5.3292  ‖ΔR‖=4.111e+01  ‖Δu‖=7.715e+00)
  [PT] w=3.7330  (raw=3.0781  ‖ΔR‖=3.336e+01  ‖Δu‖=1.084e+01)
  [PT] w=3.5793  (raw=2.1963  ‖ΔR‖=2.170e+01  ‖Δu‖=9.881e+00)
  [PT] w=3.5183  (raw=2.9690  ‖ΔR‖=2.172e+01  ‖Δu‖=7.316e+00)
  [PT] w=3.7019  (raw=5.3542  ‖ΔR‖=3.649e+01  ‖Δu‖=6.815e+00)
  [PT] w=3.6067  (raw=2.7505  ‖ΔR‖=3.793e+01  ‖Δu‖=1.379e+01)
  [PT] w=3.4389  (raw=1.9285  ‖ΔR‖=2.434e+01  ‖Δu‖=1.262e+01)
  [PT] w=3.3641  (raw=2.6908  ‖ΔR‖=2.024e+01  ‖Δu‖=7.523e+00)
  [PT] w=3.5298  (raw=5.0212  ‖ΔR‖=2.193e+01  ‖Δu‖=4.367e+00)
  [PT] w=3.3719  (raw=1.9512  ‖ΔR‖=3.078e+01  ‖Δu‖=1.578e+01)
  [PT] w=3.2150  (raw=1.8025  ‖ΔR‖=3.362e+01  ‖Δu‖=1.865e+01)
  [PT] w=3.2249  (raw=3.3144  ‖ΔR‖=2.266e+01  ‖Δu‖=6.838e+00)
  [PT] w=3.1443  (raw=2.4182  ‖ΔR‖=1.926e+01  ‖Δu‖=7.966e+00)
[Adam] ep=  740  total=3.852e-01  PDE=9.074e-02 [colloc=8.846e-02, cfd=2.278e-03] (w=2.654)  IN=2.520e-02 (w=1.321)  TB=1.971e-02 (w=0.860)  WALL=2.638e-15 (w=0.200)  OUT=4.106e-03 (w=0.511)  DATA=2.172e-02 (w=4.237)
  [PT] w=3.0233  (raw=1.9345  ‖ΔR‖=3.387e+01  ‖Δu‖=1.751e+01)
  [PT] w=3.0776  (raw=3.5663  ‖ΔR‖=2.832e+01  ‖Δu‖=7.942e+00)
  [PT] w=3.0584  (raw=2.8857  ‖ΔR‖=8.343e+00  ‖Δu‖=2.891e+00)
  [PT] w=3.0323  (raw=2.7974  ‖ΔR‖=2.519e+01  ‖Δu‖=9.004e+00)
  [PT] w=2.9749  (raw=2.4587  ‖ΔR‖=3.571e+01  ‖Δu‖=1.453e+01)
  [PT] w=2.9010  (raw=2.2359  ‖ΔR‖=1.829e+01  ‖Δu‖=8.181e+00)
  [PT] w=3.0758  (raw=4.6485  ‖ΔR‖=2.906e+01  ‖Δu‖=6.251e+00)
  [PT] w=3.0025  (raw=2.3432  ‖ΔR‖=3.042e+01  ‖Δu‖=1.298e+01)
  [PT] w=2.8913  (raw=1.8899  ‖ΔR‖=2.460e+01  ‖Δu‖=1.302e+01)
  [PT] w=2.9091  (raw=3.0694  ‖ΔR‖=2.559e+01  ‖Δu‖=8.337e+00)
  [PT] w=2.9232  (raw=3.0506  ‖ΔR‖=2.896e+01  ‖Δu‖=9.492e+00)
  [PT] w=2.8376  (raw=2.0669  ‖ΔR‖=2.458e+01  ‖Δu‖=1.189e+01)
  [PT] w=2.7764  (raw=2.2253  ‖ΔR‖=2.135e+01  ‖Δu‖=9.595e+00)
  [PT] w=2.9610  (raw=4.6224  ‖ΔR‖=3.059e+01  ‖Δu‖=6.619e+00)
  [PT] w=2.8972  (raw=2.3230  ‖ΔR‖=2.983e+01  ‖Δu‖=1.284e+01)
  [PT] w=2.7940  (raw=1.8653  ‖ΔR‖=2.436e+01  ‖Δu‖=1.306e+01)
  [PT] w=2.7853  (raw=2.7075  ‖ΔR‖=2.074e+01  ‖Δu‖=7.659e+00)
  [PT] w=2.7922  (raw=2.8537  ‖ΔR‖=2.196e+01  ‖Δu‖=7.696e+00)
  [PT] w=2.6951  (raw=1.8218  ‖ΔR‖=2.828e+01  ‖Δu‖=1.553e+01)
  [PT] w=2.6267  (raw=2.0107  ‖ΔR‖=2.379e+01  ‖Δu‖=1.183e+01)
[Adam] ep=  760  total=2.057e-01  PDE=3.528e-02 [colloc=3.395e-02, cfd=1.333e-03] (w=2.489)  IN=2.881e-02 (w=1.390)  TB=1.400e-02 (w=0.907)  WALL=1.095e-15 (w=0.200)  OUT=9.964e-04 (w=0.573)  DATA=1.497e-02 (w=4.315)
  [PT] w=2.6620  (raw=2.9798  ‖ΔR‖=1.843e+01  ‖Δu‖=6.187e+00)
  [PT] w=2.6032  (raw=2.0745  ‖ΔR‖=2.799e+01  ‖Δu‖=1.349e+01)
  [PT] w=2.5054  (raw=1.6243  ‖ΔR‖=1.811e+01  ‖Δu‖=1.115e+01)
  [PT] w=2.4605  (raw=2.0568  ‖ΔR‖=2.062e+01  ‖Δu‖=1.002e+01)
  [PT] w=2.3984  (raw=1.8391  ‖ΔR‖=2.013e+01  ‖Δu‖=1.094e+01)
  [PT] w=2.3457  (raw=1.8712  ‖ΔR‖=1.640e+01  ‖Δu‖=8.766e+00)
  [PT] w=2.2891  (raw=1.7800  ‖ΔR‖=1.983e+01  ‖Δu‖=1.114e+01)
  [PT] w=2.3104  (raw=2.5024  ‖ΔR‖=2.671e+01  ‖Δu‖=1.067e+01)
  [PT] w=2.1863  (raw=1.0695  ‖ΔR‖=5.419e+00  ‖Δu‖=5.067e+00)
  [PT] w=2.2266  (raw=2.5887  ‖ΔR‖=2.108e+01  ‖Δu‖=8.145e+00)
  [PT] w=2.1846  (raw=1.8070  ‖ΔR‖=2.812e+01  ‖Δu‖=1.556e+01)
  [PT] w=2.1923  (raw=2.2611  ‖ΔR‖=6.233e+00  ‖Δu‖=2.757e+00)
  [PT] w=2.1601  (raw=1.8711  ‖ΔR‖=1.969e+01  ‖Δu‖=1.052e+01)
  [PT] w=2.1232  (raw=1.7911  ‖ΔR‖=3.183e+01  ‖Δu‖=1.777e+01)
  [PT] w=2.0638  (raw=1.5289  ‖ΔR‖=1.102e+01  ‖Δu‖=7.211e+00)
  [PT] w=2.0436  (raw=1.8619  ‖ΔR‖=1.385e+01  ‖Δu‖=7.441e+00)
  [PT] w=2.0366  (raw=1.9736  ‖ΔR‖=3.076e+01  ‖Δu‖=1.558e+01)
  [PT] w=1.9848  (raw=1.5181  ‖ΔR‖=1.999e+01  ‖Δu‖=1.317e+01)
  [PT] w=1.9371  (raw=1.5078  ‖ΔR‖=1.572e+01  ‖Δu‖=1.042e+01)
  [PT] w=1.9345  (raw=1.9118  ‖ΔR‖=2.439e+01  ‖Δu‖=1.276e+01)
[Adam] ep=  780  total=2.117e-01  PDE=4.122e-02 [colloc=3.754e-02, cfd=3.680e-03] (w=2.452)  IN=2.039e-02 (w=1.412)  TB=1.201e-02 (w=0.936)  WALL=9.656e-16 (w=0.200)  OUT=3.187e-03 (w=0.478)  DATA=1.558e-02 (w=4.435)
  [PT] w=1.8752  (raw=1.3417  ‖ΔR‖=1.181e+01  ‖Δu‖=8.806e+00)
